gloss,instances,,,,,,,,,,
book,bbox,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id
,"411, 58, 814, 720",25,-1,1,10,38,startasl,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/scissors.mp4,0,49654
,"771, 77, 1583, 1074",25,-1,1,11,32,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Scissors-_fm4BdBB7kQ.mp4,0,49655
,"144, 0, 523, 480",25,-1,1,12,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468763457.6722.mp4,0,49656
,"114, 0, 552, 480",25,-1,1,13,14,handspeak,train,https://www.handspeak.com/word/s/scissors.mp4,0,49657
secret,bbox,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id
,"0, 0, 360, 240",25,1617,1558,0,9,asl5200,train,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,50035
,"58, 15, 270, 240",25,-1,1,2,14,handspeak,train,https://www.handspeak.com/word/s/secret.mp4,0,50057
,"105, 20, 222, 192",25,-1,1,3,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23301.mp4,0,50058
,"98, 21, 216, 192",25,-1,1,4,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/23/23302.mp4,0,50059
,"103, 23, 214, 192",25,-1,1,6,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23304.mp4,0,50061
,"311, 46, 927, 720",25,-1,1,7,5,aslu,train,https://www.youtube.com/watch?v=ELNOdcy_1fE,0,50062
,"164, 34, 483, 370",25,-1,1,8,103,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/SE/SECRET-1009.mp4,0,66440
,"80, 15, 240, 240",25,-1,1,9,26,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/310848.mp4,0,50053
,"100, 28, 382, 360",25,-1,1,10,109,asllex,train,https://youtu.be/bBajpj6dICs,0,67176
,"103, 11, 418, 360",25,-1,1,12,5,aslu,test,https://www.youtube.com/watch?v=L9TfGkTHI-w,0,50064
,"27, 15, 190, 240",25,-1,1,13,24,aslpro,val,http://www.aslpro.com/main/s/secret.swf,0,50065
,"193, 50, 562, 400",25,-1,1,14,12,aslsearch,test,http://www.aslsearch.com/signs/videos/secret.mp4,0,50066
,"726, 142, 1462, 1080",25,-1,1,15,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Secret-SGD613coMXA.mp4,0,50054
,"143, 0, 527, 480",25,-1,1,16,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468764780.3618.mp4,0,50055
shoes,bbox,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id
,"48, 0, 255, 240",25,-1,1,0,63,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/50804.mp4,0,51128
,"189, 0, 647, 480",25,-1,1,1,111,valencia-asl,train,https://www.youtube.com/watch?v=KuKD-rnE-x8,0,68150
,"128, 32, 281, 240",25,2825,2731,2,121,northtexas,train,https://www.youtube.com/watch?v=pc0-gVEETVg,0,70315
,"310, 91, 889, 720",25,-1,1,3,65,nabboud,val,https://www.youtube.com/watch?v=GjBiBjw2Uh4,0,51134
,"328, 38, 996, 720",25,-1,1,6,5,aslu,train,https://www.youtube.com/watch?v=Yoi_OLX0IEs,0,51137
,"120, 19, 386, 360",25,-1,1,7,109,asllex,train,https://youtu.be/thCR_9wP59U,0,67191
,"8, 4, 228, 240",25,-1,1,8,72,aslpro,train,http://www.aslpro.com//main/s/shoes_ballet.swf,0,51138
,"9, 9, 223, 240",25,-1,1,9,49,aslpro,train,http://www.aslpro.com//main/s/shoes_thongs.swf,0,51139
,"202, 52, 569, 400",25,-1,1,10,12,aslsearch,train,http://www.aslsearch.com/signs/videos/shoe.mp4,0,51140
,"197, 18, 562, 414",25,-1,1,11,36,startasl,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/shoes.mp4,0,51129
,"667, 89, 1648, 1080",25,-1,1,12,32,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Shoes-2O1jxmNeMNU.mp4,0,51130
,"154, 0, 515, 480",25,-1,1,13,13,asldeafined,test,https://media.asldeafined.com/vocabulary/1468766147.3549.mp4,0,51131
,"117, 0, 539, 480",25,-1,1,14,14,handspeak,train,https://www.handspeak.com/word/s/shoes.mp4,0,51132
,"83, 18, 216, 192",25,-1,1,15,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7115.mp4,0,51133
shop,bbox,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id
,"147, 30, 527, 370",25,-1,1,0,103,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/SH/SHOP_2-1039.mp4,0,66468
,"117, 10, 563, 360",25,98,1,1,115,lillybauer,train,https://www.youtube.com/watch?v=GVGPyPQ886A,1,68508
,"197, 22, 1080, 720",25,105,1,2,113,lillybauer,test,https://www.youtube.com/watch?v=JjR_8IzvtiA,0,68600
,"103, 0, 1167, 720",25,-1,1,3,109,valencia-asl,train,https://www.youtube.com/watch?v=T7aaVukx06U,1,68151
,"209, 61, 565, 400",25,-1,1,5,12,aslsearch,train,http://www.aslsearch.com/signs/videos/shop.mp4,1,51185
,"92, 0, 533, 480",25,-1,1,6,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468766273.8526.mp4,1,51177
,"81, 23, 395, 360",25,-1,1,7,109,asllex,val,https://youtu.be/YIqsGH_Cupc,1,67190
,"58, 17, 416, 360",25,-1,1,8,109,asllex,val,https://youtu.be/Yp6frB0YVDo,0,67192
,"139, 18, 561, 480",25,-1,1,9,15,asldeafined,val,https://media.asldeafined.com/vocabulary/1522678509.3333.mp4,1,51178
,"86, 0, 566, 480",25,-1,1,10,14,handspeak,train,https://www.handspeak.com/word/s/shop.mp4,0,51179
,"55, 11, 214, 192",25,-1,1,11,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14628.mp4,1,51180
,"39, 14, 223, 192",25,-1,1,12,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/6/6703.mp4,1,51181
,"398, 79, 918, 720",25,-1,1,13,62,nabboud,train,https://www.youtube.com/watch?v=zGC3WSRmr_8,1,51182
,"17, 17, 241, 240",25,-1,1,14,87,aslpro,train,http://www.aslpro.com/main/s/shop.swf,0,51183
silly,bbox,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id
,"0, 0, 360, 240",25,4157,4065,0,9,asl5200,train,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,51702
,"89, 19, 210, 192",25,-1,1,1,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23392.mp4,0,51708
,"80, 24, 208, 192",25,-1,1,2,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23532.mp4,0,51709
,"77, 18, 216, 192",25,-1,1,3,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/9/9096.mp4,0,51710
,"6, 16, 229, 240",25,-1,1,4,30,aslpro,train,http://www.aslpro.com/main/s/silly.swf,0,51711
,"184, 41, 457, 370",25,-1,1,5,108,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/SI/SILLY-259.mp4,0,66481
,"102, 14, 372, 360",25,-1,1,6,109,asllex,train,https://youtu.be/Bmc7vzcNGb8,0,67202
,"197, 48, 558, 400",25,-1,1,7,12,aslsearch,train,http://www.aslsearch.com/signs/videos/absurd.mp4,0,51712
,"197, 48, 558, 400",25,-1,1,8,12,aslsearch,train,http://www.aslsearch.com/signs/videos/absurd.mp4,0,51713
,"90, 36, 237, 240",25,-1,1,9,2,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/94021.mp4,0,51703
,"400, 57, 797, 720",25,-1,1,10,38,startasl,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/silly.mp4,0,51704
,"442, 67, 1002, 720",25,-1,1,11,31,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Silly.mp4,0,51705
,"149, 0, 540, 480",25,-1,1,12,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468767097.7777.mp4,0,51706
,"39, 11, 276, 240",25,-1,1,13,14,handspeak,train,https://www.handspeak.com/word/s/silly.mp4,0,51707
sister,bbox,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id
,"0, 0, 360, 240",25,4544,4498,0,9,asl5200,train,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,51882
,"357, 17, 923, 720",25,52,1,1,112,lillybauer,train,https://www.youtube.com/watch?v=M6_hX1QTzIM,0,68680
,"197, 19, 576, 360",25,-1,1,2,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Sister.mp4,0,51886
,"117, 0, 515, 480",25,-1,1,3,13,asldeafined,val,https://media.asldeafined.com/vocabulary/1468767389.1341.mp4,0,51887
,"123, 0, 531, 480",25,-1,1,4,14,handspeak,train,https://www.handspeak.com/word/s/sister.mp4,0,51888
,"83, 15, 214, 192",25,-1,1,5,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7158.mp4,0,51889
,"190, 43, 462, 370",25,-1,1,8,108,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/SI/SISTER-260.mp4,0,66488
,"89, 18, 379, 360",25,-1,1,9,109,asllex,train,https://youtu.be/bqLtmk7uYCg,0,67206
,"316, 44, 952, 720",25,-1,1,10,5,aslu,train,https://www.youtube.com/watch?v=1skSbSMPlMI,0,51892
,"315, 46, 956, 720",25,-1,1,11,5,aslu,test,https://www.youtube.com/watch?v=glJmYf137OM,0,51893
,"15, 13, 201, 240",25,-1,1,12,24,aslpro,val,http://www.aslpro.com/main/s/sister.swf,0,51894
,"239, 11, 545, 414",25,-1,1,14,36,startasl,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/sister.mp4,0,51883
,"897, 55, 1753, 1080",25,-1,1,15,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Sister%202-Nir1m7wW0MA.mp4,0,51884
,"844, 44, 1759, 1080",25,-1,1,16,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Sister-X7vWbKADW8w.mp4,0,51885
sleep,bbox,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id
,"0, 0, 360, 240",25,5288,5246,0,9,asl5200,train,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,52314
,"376, 39, 948, 720",25,-1,1,1,115,aslbrick,train,http://aslbricks.org/New/ASL-Videos/sleep.mp4,0,69479
,"104, 2, 1151, 720",25,-1,1,2,109,valencia-asl,train,https://www.youtube.com/watch?v=owZqXQaUs1Y,0,68157
,"110, 9, 543, 360",25,65,1,3,113,lillybauer,val,https://www.youtube.com/watch?v=tF8RVK7_7to,0,68912
,"193, 50, 559, 400",25,-1,1,4,12,aslsearch,train,http://www.aslsearch.com/signs/videos/sleep.mp4,0,52324
,"444, 68, 854, 720",25,-1,1,5,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/sleep.mp4,0,52316
,"103, 13, 373, 360",25,-1,1,6,109,asllex,train,https://youtu.be/GSqWd9aVVQE,0,67212
,"471, 26, 1008, 720",25,-1,1,7,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Sleep.mp4,0,52317
,"150, 0, 518, 480",25,-1,1,8,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468767820.767.mp4,0,52318
,"144, 0, 556, 480",25,-1,1,9,14,handspeak,test,https://www.handspeak.com/word/s/sleep.mp4,0,52319
,"94, 16, 206, 192",25,-1,1,10,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/23/23907.mp4,0,52320
,"387, 72, 827, 720",25,-1,1,11,81,nabboud,test,https://www.youtube.com/watch?v=96RGtZix3QI,0,52321
,"374, 37, 956, 720",25,-1,1,12,5,aslu,train,https://www.youtube.com/watch?v=dXEqaWSEztY,0,52322
,"3, 3, 236, 234",25,-1,1,13,25,aslpro,train,http://www.aslpro.com/main/s/sleep.swf,0,52323
sorry,bbox,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id
,"0, 0, 360, 240",25,6874,6805,0,9,asl5200,train,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,53363
,"157, 40, 400, 360",25,786,694,1,121,northtexas,train,https://www.youtube.com/watch?v=4Nh1iFv2BMc,0,70225
,"68, 9, 225, 192",25,-1,1,2,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6968.mp4,0,53371
,"337, 29, 922, 720",25,-1,1,3,5,aslu,val,https://www.youtube.com/watch?v=jRHDjxWJma0,0,53372
,"316, 27, 918, 720",25,-1,1,4,5,aslu,train,https://www.youtube.com/watch?v=KuqlCVeWGEI,0,53373
,"0, 12, 192, 240",25,-1,1,5,24,aslpro,train,http://www.aslpro.com/main/s/sorry.swf,0,53374
,"173, 15, 453, 370",25,-1,1,6,90,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/SO/SORRY-566.mp4,0,66536
,"71, 34, 236, 240",25,-1,1,7,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/94029.mp4,0,53365
,"95, 28, 380, 360",25,-1,1,8,109,asllex,train,https://youtu.be/BL90-ejIQ9Y,0,67228
,"199, 53, 547, 400",25,-1,1,9,12,aslsearch,test,http://www.aslsearch.com/signs/videos/sorry.mp4,0,53375
,"369, 48, 802, 720",25,-1,1,10,38,startasl,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/sorry.mp4,0,53366
,"98, 0, 535, 480",25,-1,1,11,13,asldeafined,test,https://media.asldeafined.com/vocabulary/1468776763.7085.mp4,0,53367
,"22, 8, 268, 240",25,-1,1,12,20,handspeak,train,https://www.handspeak.com/word/s/sorry.mp4,0,53368
,"67, 11, 224, 192",25,-1,1,14,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6967.mp4,0,53370
straight,bbox,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id
,"0, 0, 360, 240",25,9159,9107,0,9,asl5200,train,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,55035
,"363, 30, 926, 720",25,37,1,1,112,lillybauer,train,https://www.youtube.com/watch?v=IrTkb6JGeOw,0,68564
,"101, 0, 580, 480",25,-1,1,2,14,handspeak,train,https://www.handspeak.com/word/s/straight-line.mp4,0,55047
,"90, 23, 208, 192",25,-1,1,3,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/22/22392.mp4,0,55048
,"64, 9, 209, 192",25,-1,1,5,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9608.mp4,0,55050
,"350, 50, 945, 720",25,-1,1,6,5,aslu,train,https://www.youtube.com/watch?v=NtF3hIyAReY,0,55051
,"325, 31, 953, 720",25,-1,1,7,5,aslu,train,https://www.youtube.com/watch?v=nuntx2_hRP4,0,55052
,"198, 16, 452, 370",25,-1,1,8,90,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/ST/STRAIGHT-821.mp4,0,66563
,"76, 12, 238, 240",25,-1,1,9,26,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/307919.mp4,0,55043
,"206, 54, 550, 400",25,-1,1,12,12,aslsearch,test,http://www.aslsearch.com/signs/videos/straight.mp4,0,55055
,"206, 54, 550, 400",25,-1,1,13,12,aslsearch,val,http://www.aslsearch.com/signs/videos/straight.mp4,0,55056
,"760, 56, 1643, 1067",25,-1,1,14,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Blunt%203-v_ecWucb4co.mp4,0,55044
,"153, 0, 531, 480",25,-1,1,15,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468896716.3147.mp4,0,55045
,"136, 0, 608, 480",25,-1,1,16,14,handspeak,train,https://www.handspeak.com/word/s/straight-blunt.mp4,0,55046
sweet,bbox,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id
,"549, 64, 1316, 1080",25,-1,1,1,115,aslbrick,train,http://aslbricks.org/New/ASL-Videos/sweet.mp4,0,69499
,"76, 4, 215, 192",25,-1,1,2,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/5/5860.mp4,0,56312
,"70, 9, 211, 192",25,-1,1,3,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/8/8734.mp4,0,56313
,"70, 12, 212, 192",25,-1,1,4,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/8/8735.mp4,0,56314
,"350, 68, 924, 720",25,-1,1,5,5,aslu,train,https://www.youtube.com/watch?v=pYKpw_4wTpw,0,56315
,"189, 35, 463, 370",25,-1,1,6,93,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/SW/SWEET-281.mp4,0,66585
,"74, 13, 236, 240",25,-1,1,7,26,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/310748.mp4,0,56306
,"26, 9, 225, 240",25,-1,1,8,87,aslpro,train,http://www.aslpro.com/main/s/sweet.swf,0,56316
,"198, 52, 538, 400",25,-1,1,9,12,aslsearch,train,http://www.aslsearch.com/signs/videos/sugar.mp4,0,56317
,"423, 55, 805, 720",25,-1,1,10,38,startasl,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/sweet.mp4,0,56307
,"490, 44, 1048, 720",25,-1,1,11,4,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Sweet.mp4,0,56308
,"182, 0, 545, 480",25,-1,1,12,13,asldeafined,test,https://media.asldeafined.com/vocabulary/1468898646.9636.mp4,0,56309
,"22, 27, 293, 240",25,-1,1,13,20,handspeak,train,https://www.handspeak.com/word/s/sweet2.mp4,0,56310
,"24, 28, 292, 240",25,-1,1,14,20,handspeak,train,https://www.handspeak.com/word/s/sweet.mp4,0,56311
talk,bbox,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id
,"0, 0, 360, 240",25,257,208,0,9,asl5200,train,https://www.youtube.com/watch?v=x6CehcknaH8,0,56800
,"38, 0, 1106, 720",25,-1,1,1,109,valencia-asl,train,https://www.youtube.com/watch?v=8FrWB5VSoNQ,0,68165
,"119, 13, 523, 359",25,121,1,2,113,lillybauer,train,https://www.youtube.com/watch?v=RuDTzUVgKFM,0,68868
,"423, 63, 923, 720",25,-1,1,3,62,nabboud,val,https://www.youtube.com/watch?v=WhUh8CHjj4k,0,56828
,"21, 8, 219, 240",25,-1,1,4,87,aslpro,train,http://www.aslpro.com/main/t/talk.swf,0,56829
,"205, 52, 546, 400",25,-1,1,5,12,aslsearch,train,http://www.aslsearch.com/signs/videos/speak.mp4,0,56830
,"860, 71, 1588, 1073",25,-1,1,7,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Talk-6MXys6LpYAo.mp4,0,56813
,"156, 0, 534, 480",25,-1,1,10,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468943013.6512.mp4,0,56816
,"34, 0, 295, 240",25,-1,1,13,42,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/50902.mp4,0,56811
,"77, 12, 219, 192",25,-1,1,14,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/14/14613.mp4,0,56819
,"80, 11, 222, 192",25,-1,1,15,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/14/14614.mp4,0,56820
,"106, 28, 368, 360",25,-1,1,16,109,asllex,test,https://youtu.be/2C95Ib4KdOg,0,67277
,"52, 15, 214, 192",25,-1,1,17,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22166.mp4,0,56821
,"350, 28, 982, 720",25,-1,1,23,5,aslu,train,https://www.youtube.com/watch?v=vB3APsM4FFQ,0,56827
temperature,bbox,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id
,"0, 0, 360, 240",25,929,877,0,9,asl5200,train,https://www.youtube.com/watch?v=x6CehcknaH8,0,57298
,"31, 12, 249, 240",25,-1,1,1,14,handspeak,train,https://www.handspeak.com/word/t/temperature.mp4,0,57305
,"69, 10, 200, 192",25,-1,1,2,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14159.mp4,0,57306
,"59, 12, 203, 192",25,-1,1,3,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/14/14160.mp4,0,57307
,"260, 32, 942, 720",25,-1,1,4,5,aslu,train,https://www.youtube.com/watch?v=0Q8DzhYUabI,0,57308
,"204, 40, 948, 720",25,-1,1,5,5,aslu,train,https://www.youtube.com/watch?v=cbonYmSP_k0,0,57309
,"85, 12, 233, 180",25,-1,1,6,19,elementalasl,train,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/temperature.mov,0,57300
,"262, 37, 1000, 720",25,-1,1,7,5,aslu,train,https://www.youtube.com/watch?v=GcPs10m803Q,0,57310
,"0, 0, 228, 240",25,-1,1,9,72,aslpro,train,http://www.aslpro.com/main/t/temperature.swf,0,57312
,"171, 53, 540, 400",25,-1,1,10,12,aslsearch,test,http://www.aslsearch.com/signs/videos/temperature.mp4,0,57313
,"24, 0, 273, 240",25,-1,1,11,56,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/50895.mp4,0,57301
,"658, 67, 1652, 1080",25,-1,1,12,32,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Temperature-PjNflmc_eTw.mp4,0,57302
,"138, 0, 533, 480",25,-1,1,13,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468943765.2189.mp4,0,57303
,"41, 0, 545, 480",25,-1,1,14,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468943786.9052.mp4,0,57304
tent,bbox,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id
,"0, 0, 360, 240",25,1171,1139,0,9,asl5200,train,https://www.youtube.com/watch?v=x6CehcknaH8,0,57430
,"337, 33, 1006, 720",25,-1,1,1,115,aslbrick,train,http://aslbricks.org/New/ASL-Videos/tent.mp4,0,69501
,"336, 26, 945, 720",25,-1,1,2,5,aslu,train,https://www.youtube.com/watch?v=dCOOqPOnX-k,0,57443
,"341, 21, 978, 720",25,-1,1,3,5,aslu,val,https://www.youtube.com/watch?v=rhEiR86Su-o,0,57444
,"355, 46, 964, 720",25,-1,1,4,5,aslu,train,https://www.youtube.com/watch?v=WkZNxhbnCb0,0,57445
,"37, 0, 282, 240",25,-1,1,5,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/400981.mp4,0,57436
,"5, 1, 255, 240",25,-1,1,6,84,aslpro,train,http://www.aslpro.com/main/t/tent.swf,0,57446
,"174, 49, 536, 400",25,-1,1,7,12,aslsearch,train,http://www.aslsearch.com/signs/videos/camp.mp4,0,57447
,"22, 0, 299, 240",25,-1,1,8,56,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/51650.mp4,0,57437
,"521, 130, 1603, 1074",25,-1,1,9,31,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Tent-EpweU31Lx0M.mp4,0,57438
,"140, 13, 675, 540",25,-1,1,10,15,asldeafined,val,https://media.asldeafined.com/vocabulary/1546377503.8570.mp4,0,57439
,"88, 0, 602, 480",25,-1,1,11,14,handspeak,test,https://www.handspeak.com/word/t/tent.mp4,0,57440
,"78, 23, 222, 192",25,-1,1,12,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22809.mp4,0,57441
,"61, 22, 223, 192",25,-1,1,13,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22811.mp4,0,57442
thank you,bbox,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id
,"0, 0, 360, 240",25,1471,1425,0,9,asl5200,train,https://www.youtube.com/watch?v=x6CehcknaH8,0,57653
,"378, 42, 896, 720",25,-1,1,1,115,aslbrick,train,http://aslbricks.org/New/ASL-Videos/thank%20you.mp4,0,69502
,"321, 22, 916, 720",25,39,1,2,115,lillybauer,train,https://www.youtube.com/watch?v=pj0YH_l8TNM,0,68796
,"320, 0, 835, 720",25,-1,1,6,82,scott,val,https://www.youtube.com/watch?v=7XHOmZYiBew,0,57663
,"380, 73, 852, 720",25,-1,1,7,51,nabboud,train,https://www.youtube.com/watch?v=lJXvGI7r_Fc,0,57664
,"180, 31, 459, 370",25,-1,1,8,98,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TH/THANK-YOU-1198.mp4,0,66598
,"697, 39, 1522, 1067",25,-1,1,9,46,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20ThankYou-OGQTouYS3zM.mp4,0,57655
,"376, 73, 876, 720",25,-1,1,10,51,nabboud,train,https://www.youtube.com/watch?v=sH87G_Bz_nA,0,57665
,"356, 72, 871, 720",25,-1,1,11,51,nabboud,train,https://www.youtube.com/watch?v=t8Hr0IHghrQ,0,57666
,"168, 54, 537, 400",25,-1,1,12,12,aslsearch,test,http://www.aslsearch.com/signs/videos/thank.mp4,0,57667
,"144, 0, 521, 480",25,-1,1,13,13,asldeafined,val,https://media.asldeafined.com/vocabulary/1468944231.2757.mp4,0,57656
,"147, 32, 521, 480",25,-1,1,14,15,asldeafined,test,https://media.asldeafined.com/vocabulary/1522767348.9440.mp4,0,57657
,"137, 9, 466, 360",25,-1,1,15,14,handspeak,train,https://www.handspeak.com/word/t/thank.mp4,0,57658
,"85, 11, 223, 192",25,-1,1,16,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14353.mp4,0,57659
think,bbox,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id
,"0, 0, 360, 240",25,2276,2230,0,9,asl5200,train,https://www.youtube.com/watch?v=x6CehcknaH8,0,57954
,"317, 48, 937, 720",25,-1,1,1,115,aslbrick,train,http://aslbricks.org/New/ASL-Videos/think.mp4,0,69505
,"60, 24, 443, 360",25,-1,1,2,5,aslu,train,https://www.youtube.com/watch?v=Y5q-PccHNHo,0,57980
,"19, 7, 225, 240",25,-1,1,3,87,aslpro,val,http://www.aslpro.com/main/t/think.swf,0,57981
,"174, 52, 525, 400",25,-1,1,4,12,aslsearch,train,http://www.aslsearch.com/signs/videos/think.mp4,0,57982
,"160, 35, 462, 370",25,-1,1,5,93,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TH/THINK-398.mp4,0,66609
,"43, 0, 271, 240",25,-1,1,6,56,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/50886.mp4,0,57973
,"103, 19, 346, 360",25,-1,1,7,109,asllex,train,https://youtu.be/cn8LVfKb9LU,0,67300
,"677, 75, 1489, 1080",25,-1,1,8,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Brain%2C%20Mind%2C%20Think-Pn0CrQ-Jm8o.mp4,0,57974
,"110, 0, 541, 480",25,-1,1,9,13,asldeafined,test,https://media.asldeafined.com/vocabulary/1468944760.6188.mp4,0,57975
,"135, 0, 546, 480",25,-1,1,10,14,handspeak,val,https://www.handspeak.com/word/t/think.mp4,0,57976
,"72, 15, 242, 192",25,-1,1,11,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/8/8382.mp4,0,57977
,"336, 31, 930, 720",25,-1,1,12,5,aslu,train,https://www.youtube.com/watch?v=gfwJCBpvc9w,0,57978
